,vendor_id,status,tracking_source,tracking_id,date_of_birth,email_address,citizenship_confirmed,salutation,first_name,middle_name,last_name,name_suffix,home_address,home_unit,home_city,home_county,home_state,home_zip_code,mailing_address,mailing_unit,mailing_city,mailing_county,mailing_state,mailing_zip_code,party,race,phone,phone_type,opt_in_to_vendor_email,opt_in_to_vendor_sms,opt_in_to_partner_email,opt_in_to_partner_smsrobocall,volunteer_for_vendor,volunteer_for_partner,pre_registered,registration_date,finish_with_state,built_via_api,submitted_via_state_api,registration_source,shift_id,shift_type,office,vendor_a_shift_id,salutation_standardized,has_mailing_address_standardized,has_state_license_standardized,has_ssn_standardized,predicted_gender,org,evc_id,program_state,partner_id,field_start,field_end
10,5f2c9ed8-d86d-4c35-9c97-79fe3de2c0a7,Step 2,pIZPUNonL,DpzrLnGka,1962-01-26,psinghgmail.com,False,Dr.,Sara,Megan,Gilbert,V,309 Stephen Route,3,West Randall,county_1,AL,47632.0,0957 Martinez Mountain,2,Port Nichole,county_8,SC,8742.0,republican,hispanic,818.440.8831x6229,landline,False,True,True,False,True,False,True,2022-01-04,True,False,True,API,5024,1771,office_4,2545,Ms.,True,True,True,male,org_1,xXeGZTNiw,DC,6941,2022-08-17,2022-08-17 02:00:00
11,8d9a6507-4f6b-4f2a-b22d-4735be3cf097,Step 1,WbvOjUeIW,diVFARwEQ,1946-12-27,bryce21gmail.com,True,Dr.,Pamela,Jennifer,Fry,MD,39351 Elizabeth Fords,6,Port Tarachester,county_8,SC,73934.0,81026 Robert Track Apt. 498,1,New Maryburgh,county_4,SD,81914.0,independent,unknown,852-833-7671,landline,True,True,True,True,False,True,False,2021-12-21,False,True,True,API,3941,5534,office_7,3713,Mr.,True,True,True,other,org_2,zjgPtWBDa,DE,6916,2021-11-06,2021-11-06 02:00:00
12,08686952-d57e-4b05-9892-6fddb071be2d,Step 2,BamYyujlr,rZqKoHttK,1963-07-06,ywebb3yahoo.com,False,Mx.,Kenneth,Barbara,Rose,MD,190 Pennington Prairie Suite 188,7,Ericborough,county_6,WY,14408.0,62838 Mcclain Estates,1,Lisaberg,county_2,VA,49470.0,independent,hispanic,806.806.8432,other,False,True,True,False,True,False,True,2022-06-08,True,False,True,Tablet,418,6558,office_1,915,Ind.,True,False,True,male,org_1,DvlCdnxqV,NV,4329,2022-07-26,2022-07-26 02:00:00
13,0c2c67f2-400a-45f7-a162-2fd180a04f2f,Step 3,aAPolySRE,iBSseQlWY,1914-04-10,evillanuevahotmail.com,True,Mr.,Michael,Theresa,Pearson,V,9951 Chase Brooks Apt. 204,4,North Dawntown,county_6,KY,14436.0,260 Jeff Estates Suite 809,4,East Brendaton,county_4,WY,88062.0,democrat,unknown,(902)193-3451,other,True,False,True,False,True,True,True,2022-05-16,False,True,True,Tablet,6339,4648,office_1,1384,Ms.,False,True,False,male,org_3,IXtQcWtfE,NY,2295,2022-06-30,2022-06-30 02:00:00
14,f6adde3b-497d-4418-9ac0-362b9106f4eb,Complete,BMBPgIlPM,oNOieDfMj,1972-02-25,hernandezjamesyahoo.com,False,Ms.,Damon,Matthew,Kim,PhD,5000 Jamie Centers Suite 833,3,North Anthonyfurt,county_2,MT,74334.0,800 David Well Apt. 314,8,Danielburgh,county_5,ID,97002.0,independent,nativeAmerican,(001)770-9035,other,True,True,False,True,False,True,True,2022-01-20,True,False,True,Web,1913,4474,office_3,5305,Mx.,True,False,True,female,org_4,ChFzPuTdD,AZ,7037,2022-05-03,2022-05-03 02:00:00
15,f2f6e8b4-aab1-44d5-b374-27ebb9c6dcdd,Step 2,ZJAJPWdYQ,ZHzrhCstV,1964-01-07,karenbeardgmail.com,True,Mr.,Joshua,Isabel,Price,Jr.,200 Benjamin Station,4,East Tyler,county_6,TN,11514.0,921 Roberts Avenue Apt. 403,3,Keithfort,county_8,VI,2625.0,democrat,asian,(898)361-7782x82492,other,False,True,False,True,True,True,False,2022-09-06,True,False,False,API,4478,6500,office_6,9821,Dr.,False,False,True,female,org_5,pjLvTudZn,PA,805,2022-01-19,2022-01-19 02:00:00
16,c5ce51e0-036e-42cb-8fb9-a0255c85aadd,Step 4,zMjTdMPAe,ukHHpgqZq,1953-06-03,rle4yahoo.com,True,Misc.,Adam,Melinda,Curry,MD,6697 Butler Avenue,4,North Victoriastad,county_4,IL,12585.0,5015 White Shoals Apt. 447,8,Kellymouth,county_8,NE,51243.0,democrat,black,821-567-9166,landline,False,True,False,True,False,False,False,2022-03-25,False,False,False,Tablet,9931,1360,office_1,2826,Miss,False,True,True,female,org_4,XtzSpQBZG,KY,9923,2022-03-31,2022-03-31 02:00:00
17,43ca07ba-0020-40d9-8544-723c647dcd81,Step 2,sambmluYr,KmWRSvyLi,1909-10-27,garciarobert5gmail.com,True,Miss,James,Richard,Johnson,Jr.,1372 Morales Squares Suite 936,7,Lake Pamela,county_8,RI,36279.0,760 Moreno Hills,5,New Samantha,county_7,AR,11409.0,democrat,other,(254)833-1184,other,False,True,False,False,True,True,True,2021-12-21,True,False,False,Web,7428,8397,office_6,4611,Mrs.,False,False,True,male,org_5,zloMuHAsC,DC,4518,2022-03-27,2022-03-27 02:00:00
18,e3f62db4-aecd-4cbc-ab48-dd65a4339217,Step 1,kXxSRHKnL,LBvInZrRi,2000-05-20,bethany39gmail.com,False,Misc.,Heather,Lori,Hammond,Jr.,18526 Carol Throughway,4,Morrisshire,county_1,TN,69107.0,62231 Clark Fork Apt. 401,4,Davisville,county_4,UT,50396.0,democrat,black,001-373-128-1533,landline,False,False,True,True,True,False,False,2022-07-11,False,True,False,API,1469,441,office_3,5384,Misc.,True,True,True,female,org_4,TBsiRtQaB,NY,7520,2021-12-30,2021-12-30 02:00:00
19,84c29c25-54fd-4c86-8f0d-f6f1f5944ecb,Complete,gjHSRzMxc,SAFyWVffF,1970-03-05,yhortonhotmail.com,True,Dr.,Phillip,Mary,Salazar,DDS,879 Fisher Streets Apt. 892,3,Lake Jason,county_1,AR,55474.0,8725 Anderson Avenue,0,Gutierrezberg,county_3,WA,74027.0,republican,other,(112)333-1503,landline,True,False,False,False,False,False,True,2022-03-15,True,False,False,Web,3972,2144,office_4,3932,Ind.,True,False,False,male,org_3,SFHclKpfw,AK,7853,2022-09-05,2022-09-05 02:00:00
20,6eda0154-c1dd-4f71-84e5-3641981283b3,Step 1,oyvNSEgpD,YeMPGIojb,1972-01-06,uglover8hotmail.com,False,Miss,David,Chelsea,Perkins,III,10615 Kristopher Brooks Apt. 925,5,North Joseph,county_2,WY,8787.0,304 Jennifer Lights,5,West Tylermouth,county_3,VI,76987.0,democrat,other,645.299.7514,landline,True,True,True,True,False,False,False,2021-11-10,False,True,False,Web,5927,4736,office_8,8437,Mr.,True,False,False,male,org_5,LkrqqjQXb,WY,6820,2021-12-24,2021-12-24 02:00:00
21,bfb1c7cd-dfaa-4085-a2b5-b8f066da4052,Step 1,GOZwAuquF,ctzseeZXP,2005-10-15,qtaylor9gmail.com,True,Misc.,Melinda,Nicholas,Johnson,II,30277 John Stream,8,Lake Sara,county_2,WV,92666.0,238 Robinson Heights Suite 127,0,West Joseph,county_1,AR,74499.0,republican,caucasian,678-059-5340x056,mobile,False,False,True,False,True,False,False,2022-05-01,True,False,False,Web,5454,2588,office_8,5187,Dr.,True,False,False,male,org_3,jTIJztdrP,MD,8256,2022-10-22,2022-10-22 02:00:00
22,e5f6e0d2-6b7d-47cd-8ea7-1176b5cbe10f,Complete,ZsQkfRitK,zxJFeWNqR,1970-04-10,david895hotmail.com,True,Dr.,Amanda,Paige,Munoz,DDS,009 Sims Islands Apt. 784,7,Tamifurt,county_6,AL,74119.0,73879 Daniel Lock Apt. 696,2,Bucktown,county_7,MT,83304.0,republican,nativeAmerican,138-440-0505x4663,mobile,False,False,True,False,False,False,False,2022-04-28,False,True,True,Web,7710,8844,office_1,1558,Dr.,False,True,False,male,org_3,ImOIVBfPh,SD,3175,2021-11-11,2021-11-11 02:00:00
23,16307675-736f-4edd-b1f4-14f3c51fa8e2,Step 4,NlQNLReYT,wAIENKyra,2006-01-17,rachelwellshotmail.com,True,Dr.,Zachary,Thomas,Henderson,MD,6606 Gonzalez Lock,8,Annberg,county_8,ND,69060.0,591 Chapman Cape,1,Lake Brandy,county_8,KY,57973.0,democrat,other,950-794-4833,landline,False,True,True,False,True,False,True,2022-09-08,False,False,False,API,907,5423,office_1,6072,Miss,False,True,False,male,org_3,XSrnOLyks,NV,6028,2021-12-21,2021-12-21 02:00:00
24,67a7ccde-7692-4193-a85b-f57ddaaa7b93,Step 2,UxUPIFbmU,sKcOaQeMi,1919-05-12,smithjenniferhotmail.com,True,Misc.,Michael,Christopher,Becker,DVM,4396 Eugene Key,3,Ryanchester,county_4,HI,52648.0,2663 Lindsey Wall Apt. 867,1,North Tonyafort,county_3,SC,33242.0,democrat,asian,+1-050-843-3420x4798,other,False,False,True,False,False,False,True,2021-12-11,True,True,True,Web,1334,5517,office_3,1093,Dr.,False,True,False,male,org_2,IHhIyWlwj,NC,5457,2022-04-07,2022-04-07 02:00:00
25,288f39d7-eae0-4c28-942e-709697cd5d01,Step 1,TrCXLppzr,lnYXyPHPu,1917-01-27,jennifer405yahoo.com,True,Mr.,Elizabeth,Heidi,Nelson,MD,96319 Morton Crossing Suite 858,1,Kellyberg,county_2,OR,94851.0,2226 Ray Plain,1,Cookland,county_2,NH,22000.0,republican,hispanic,001-856-873-5790x483,mobile,True,False,False,True,False,True,True,2021-11-25,False,True,True,Web,6930,9814,office_3,2512,Dr.,False,True,False,female,org_5,SLoCtRIVI,MI,3144,2022-09-09,2022-09-09 02:00:00
26,2cb35c31-0d7a-428d-989c-0c1e9301ee1a,Step 3,JxvOAwMFl,LSZXmtBwm,2005-10-15,roberta939hotmail.com,False,Ms.,Karen,Cynthia,Rogers,MD,950 Clarke Meadow Suite 043,6,New Jefffort,county_3,MN,61859.0,780 John Crescent Apt. 233,4,New Davidton,county_3,WA,1382.0,independent,black,001-093-559-9049,mobile,False,False,False,False,True,True,True,2022-04-07,False,True,False,API,2306,2667,office_5,3705,Ind.,False,True,True,female,org_4,xnBUeehkw,WA,6410,2022-04-13,2022-04-13 02:00:00
27,0105b3ca-da02-47d9-aae0-539270c5850e,Step 4,jFBfAJlZs,oTTgXfHZp,1985-04-17,dnelson6hotmail.com,False,Mx.,Jeff,Stacey,Lopez,IV,54617 Thomas Turnpike Suite 373,6,Saraborough,county_4,TX,25345.0,678 Byrd Turnpike Apt. 034,0,Gouldstad,county_6,IN,45382.0,independent,black,+1-988-552-7631x745,mobile,False,True,False,False,True,True,True,2022-03-11,False,True,True,Tablet,8867,1572,office_3,5470,Dr.,False,True,True,other,org_3,IWyUNKuDZ,IN,1702,2022-05-29,2022-05-29 02:00:00
28,512b2a11-5842-4613-968d-bc6882f8d0d1,Complete,hUfnvJrVf,ODqsfLQOh,1931-11-05,weberravenyahoo.com,False,Dr.,Michael,Thomas,Shaw,DVM,2566 Taylor Port,6,South Richardtown,county_8,LA,27373.0,42885 Vicki Knoll,3,Albertshire,county_6,MA,89061.0,republican,black,(460)314-9047x67715,landline,False,False,False,True,False,True,True,2022-09-21,True,False,False,API,5821,7691,office_1,9000,Miss,True,True,True,other,org_2,OidkQQfna,KS,8765,2022-07-17,2022-07-17 02:00:00
29,12de2b24-4fcc-4afc-8b50-2f69599f155a,Step 1,qAZYvnBhX,khcFjEKsz,1973-02-05,perezmichael5hotmail.com,False,Ind.,Jennifer,Anthony,Garcia,MD,8603 Christopher Station Suite 049,7,Priscillachester,county_2,IA,90551.0,899 James Camp,8,Meganville,county_5,VT,79740.0,independent,caucasian,0491836432,landline,False,False,True,False,False,False,False,2021-12-10,True,True,True,Web,4841,2418,office_3,2639,Mr.,True,True,False,other,org_4,iLVUamLML,IL,6796,2022-06-03,2022-06-03 02:00:00
30,50430ef4-39db-43c8-a779-3c9337c64274,Step 3,ZxtfyVgRi,qguzFCtew,1955-05-21,rosaleskathryn7yahoo.com,False,Mx.,Christopher,Bridget,Cabrera,DVM,140 Sarah Oval,8,East Luis,county_6,OR,1504.0,21530 Montgomery Cliff Suite 966,4,Angelaport,county_8,MT,55268.0,republican,other,151-808-0722,landline,True,True,False,True,True,True,True,2022-01-02,False,True,False,Tablet,8363,8216,office_7,7198,Misc.,True,True,False,female,org_4,KMRFexIdp,NV,6863,2021-12-06,2021-12-06 02:00:00
31,71d0b236-3a89-4c34-8a16-490d04e95bdd,Complete,exJCRrUtt,PeicleYBm,1910-08-20,shannon40hotmail.com,True,Dr.,Ryan,Andrew,Kim,IV,47582 Moore Haven Apt. 346,0,Garcialand,county_4,AR,57718.0,4311 Bates Mountains Suite 677,3,Lake Christopherburgh,county_7,MN,90740.0,democrat,hispanic,699.770.3189x25957,mobile,True,False,False,True,False,True,False,2022-07-08,True,True,False,Tablet,4790,8256,office_1,4164,Ms.,True,False,True,other,org_3,zUgKXooZs,AR,1439,2022-04-01,2022-04-01 02:00:00
32,8ccc741a-c6ca-410a-a689-d47421b436d9,Step 1,tXJrRUcKQ,oDYbVFZTH,1970-08-13,ginamartinezyahoo.com,True,Dr.,Devon,Sabrina,Reid,V,92585 Davis Vista Suite 403,1,North Dana,county_2,KY,52378.0,31223 Larry Alley Suite 588,2,Josefort,county_7,MT,59953.0,independent,black,756-178-0293,other,False,False,False,True,False,True,True,2022-05-29,True,True,False,Tablet,7392,4942,office_7,7506,Miss,False,True,True,female,org_4,yEZVRpIkT,PR,9443,2022-08-09,2022-08-09 02:00:00
33,6921b029-3c8c-45e2-843d-59cfca4464b0,Step 4,TrtasTGMF,pjiUWmLtS,1996-05-23,desiree552hotmail.com,False,Dr.,Peter,Joshua,Owens,III,17225 Martin River,0,Dariusberg,county_8,PA,67060.0,067 Bird Knolls Apt. 460,0,Wilsonhaven,county_1,DE,90344.0,independent,unknown,2562293202,other,False,True,False,False,True,True,False,2022-08-31,False,True,True,Tablet,5939,318,office_2,2216,Dr.,False,True,False,male,org_5,YuzCdfNDw,NJ,1253,2022-06-13,2022-06-13 02:00:00
34,9c97beb6-47a1-499f-be01-75817a50355e,Step 4,JRlkiPVOY,YlOqZTfOr,1950-11-03,lisa744yahoo.com,False,Mx.,Tammy,Jennifer,Ray,IV,165 Davis Forest Suite 878,1,West Kristenshire,county_2,AZ,4214.0,767 Kyle Junction,0,Littlemouth,county_4,DE,84542.0,democrat,nativeAmerican,001-739-946-9574x4691,landline,True,True,False,False,False,False,False,2022-03-29,True,False,True,API,8749,1259,office_2,7176,Dr.,False,True,True,female,org_2,hbORIFbEl,MT,1815,2022-10-23,2022-10-23 02:00:00
35,8c1a026d-46d7-4cca-9f03-ec0746f17e94,Step 2,DqMxoWSBu,xRSgMmQbF,1936-10-16,josephhartman8gmail.com,True,Mx.,Maria,Ariana,Walters,DDS,831 Brandon Neck,3,West Stephaniestad,county_3,NE,40083.0,37097 Wendy Squares,8,Coxview,county_2,OK,37894.0,democrat,hispanic,(351)038-6317x408,other,False,False,True,True,False,True,True,2022-01-06,False,False,False,Web,2655,1453,office_1,2952,Ind.,True,True,False,female,org_3,hZtebUVzn,OK,7528,2022-01-13,2022-01-13 02:00:00
36,e094b53a-cd33-4aa6-be14-92482461e6b6,Step 4,UHhxfTgmK,sDHtUfSFM,1992-03-22,bwalton1gmail.com,True,Mrs.,Amber,Samantha,Weeks,DDS,5268 Rollins Crossing Apt. 550,0,West Kimberly,county_4,SD,27726.0,46123 Bartlett Harbors Suite 205,1,New Jonborough,county_7,TN,87043.0,independent,other,+1-734-365-0977x87576,landline,True,True,True,True,True,True,True,2022-08-04,True,True,True,API,7724,441,office_2,4933,Ind.,True,False,False,male,org_1,ScexbpQkx,CO,2756,2022-09-13,2022-09-13 02:00:00
37,57e28eff-8fc4-4fb3-92eb-25bd1dce311b,Step 1,yQjtixSdJ,QVxLRICdV,1912-10-20,brendataylorhotmail.com,False,Mr.,Matthew,Alexandria,Mcgee,Jr.,87341 West Squares Suite 628,7,South Patricia,county_6,TN,28959.0,7623 Kenneth Creek Suite 770,2,North Alexanderport,county_3,WY,47522.0,democrat,caucasian,444-510-7857x6147,mobile,False,True,True,False,True,True,False,2022-07-23,True,False,True,Tablet,8622,1468,office_6,6006,Mrs.,False,False,True,male,org_3,tmiaoYcXh,ND,6815,2022-05-16,2022-05-16 02:00:00
38,d60fb4b1-9968-4190-9d96-0f98b37be14e,Step 3,oCKhXfTRc,sTlTDdzSF,1923-05-26,marc674hotmail.com,True,Dr.,Meghan,Regina,Martinez,PhD,297 Rebecca Neck Suite 767,7,Victorport,county_3,FL,21173.0,547 Alexander Crescent,4,Timothyfurt,county_1,LA,81644.0,independent,other,(834)892-6496x1886,other,False,True,True,True,False,False,False,2022-08-28,False,False,True,API,6794,4172,office_2,1140,Mx.,True,True,False,male,org_4,RFaNafZFp,NJ,7043,2022-01-23,2022-01-23 02:00:00
39,91054c72-cb3c-470d-a46d-f2ef8f8cf839,Complete,AMWhyvwRv,NFLOpYVSr,1915-04-28,angelaolson4hotmail.com,False,Dr.,Margaret,Adam,Cole,II,60045 Johnson Meadows,1,Boydborough,county_5,UT,68083.0,531 Margaret Curve,3,Richardborough,county_3,UT,807.0,independent,asian,586-679-2214x533,other,True,True,False,True,True,False,True,2022-07-04,False,False,False,Web,3473,4783,office_5,2033,Ms.,False,False,True,other,org_3,gmZMDGRIJ,OR,374,2021-12-31,2021-12-31 02:00:00
40,7a8d8aa4-1650-4710-951e-3a311116bce7,Step 3,eixXiOnQX,ZFVIXYmCS,1991-01-17,sreid3hotmail.com,False,Mr.,Joel,Christopher,Ferrell,II,404 Lori Park Suite 444,4,Hughesmouth,county_4,PA,45972.0,07692 Shaw Forges,6,Douglasville,county_4,NM,21521.0,independent,asian,814.393.8076,landline,False,False,True,False,True,True,False,2022-07-13,True,True,True,Web,6244,2417,office_7,682,Dr.,False,False,False,male,org_3,fmpMfcpiR,MS,5661,2022-07-13,2022-07-13 02:00:00
41,c3cc5cf6-3e0d-4447-909f-d27e2f9afa2c,Step 4,VRNiGoTPV,bckQStzEa,1930-09-06,reginald445gmail.com,True,Mrs.,Mitchell,James,Kelly,Jr.,730 Mark Bypass,3,Butlerborough,county_5,WA,3307.0,614 Robert Isle Apt. 246,2,Reyesfurt,county_2,CT,24712.0,independent,asian,(680)445-2459x42405,other,True,False,True,True,False,True,True,2022-05-28,True,False,True,API,4836,7122,office_5,3314,Dr.,False,False,False,male,org_3,UnarRdcbS,GA,8117,2022-03-20,2022-03-20 02:00:00
42,992b2e20-2781-4f6b-a04f-5d872ef2e6aa,Complete,NmfZGzIyM,aFcKkCWmz,2006-07-10,velazquezdawngmail.com,True,Mr.,Joseph,Debbie,James,Jr.,2036 Alicia Alley,8,West Roytown,county_8,FL,23168.0,4095 Daniel Square,4,East Davidton,county_5,SC,79251.0,republican,unknown,+1-968-123-7069,landline,True,True,False,True,False,False,True,2022-08-14,False,True,True,Tablet,3613,8092,office_6,4979,Ind.,False,True,True,female,org_2,iMOUoOtQX,CT,9994,2022-05-17,2022-05-17 02:00:00
43,57f2ed23-48b2-4dcd-ab7b-fa00844aec21,Complete,uikEvxUle,AJsGqZRTA,1972-10-08,amandasuarezgmail.com,False,Dr.,William,Calvin,King,MD,33377 Howard Squares Apt. 398,1,West Sarah,county_4,CO,36105.0,268 Jones Court Suite 587,3,South Susan,county_6,NH,91615.0,republican,unknown,001-479-792-7989x8747,landline,False,False,False,False,True,False,False,2022-09-11,True,True,True,API,1004,5451,office_8,2056,Misc.,False,True,True,male,org_2,NriDYdZxH,NC,8624,2022-10-06,2022-10-06 02:00:00
44,a1f78c92-c9e2-4c69-96ce-b3ede5cb7e35,Step 2,GKLZVgEAC,wHGwemsjh,1954-10-26,kmeyeryahoo.com,False,Dr.,Chelsea,Lydia,Walker,III,1553 Patel Landing,0,Port Jonathanport,county_5,VT,32706.0,1727 Williams Bridge,4,East Anthony,county_4,MI,3287.0,democrat,unknown,304.005.6959x9285,landline,True,True,False,True,True,False,True,2022-03-02,True,True,False,Web,6254,5176,office_2,9910,Dr.,False,True,False,female,org_4,hGYVzbSXK,NM,2755,2022-08-27,2022-08-27 02:00:00
45,7f5a2b17-e888-488f-a926-8b41d6448723,Complete,XcPTFsWrE,FbPRPbMbA,1979-08-13,philipsimongmail.com,True,Dr.,Benjamin,Pamela,Coleman,V,4582 Medina Drive,5,Lake Markborough,county_2,VA,72924.0,117 Evans Garden,1,Catherineburgh,county_4,UT,86965.0,republican,black,722-445-5484x695,other,True,True,True,True,True,False,True,2022-11-05,False,False,True,Tablet,1563,7451,office_2,655,Mx.,True,False,False,other,org_2,MDcYVuhks,ME,4105,2021-11-17,2021-11-17 02:00:00
46,24b465de-f189-4e9e-b1a3-621c43e98b94,Step 1,CWHsrzwLq,PePvgBjRr,1952-04-10,carlos751gmail.com,False,Dr.,Travis,Dawn,Davis,V,2543 Jodi Shore Suite 978,4,Danielview,county_1,KS,85604.0,3879 Nicole Mill Apt. 699,0,Brianville,county_5,AZ,64359.0,independent,caucasian,686-901-7770,landline,True,False,True,True,False,False,False,2022-10-29,True,False,True,Tablet,5986,618,office_2,9937,Mrs.,True,True,False,female,org_4,GeesGkveE,UT,8545,2022-05-09,2022-05-09 02:00:00
